date,time,temperature,dewpoint,humidity,windspeed,condition
2016-03-01,18:51,45,34,65,10,Cloudy
2016-03-01,19:51,47,36,66,10,Cloudy
2016-03-01,20:51,49,39,69,13,Mostly Cloudy
2016-03-01,21:51,50,42,74,10,Mostly Cloudy
2016-03-01,22:51,51,45,80,13,Cloudy
2016-03-01,23:51,53,47,80,14,Cloudy
2016-03-02,00:51,52,46,80,15,Cloudy
2016-03-02,01:51,50,46,86,17,Cloudy
2016-03-02,02:51,50,45,83,13,Light Rain
2016-03-02,03:51,50,46,86,9,Light Rain
2016-03-02,04:51,56,47,72,14,Light Rain
2016-03-02,05:51,52,40,63,20,Light Rain
2016-03-02,06:51,52,42,69,13,Mostly Cloudy
2016-03-02,07:51,49,32,52,24,Cloudy / Windy
2016-03-02,08:51,45,28,52,21,Mostly Cloudy / Windy
2016-03-02,09:51,44,23,43,25,Cloudy / Windy
2016-03-02,10:51,44,20,38,21,Mostly Cloudy / Windy
2016-03-02,11:51,41,15,35,29,Mostly Cloudy / Windy
2016-03-02,12:51,41,16,36,23,Partly Cloudy / Windy
2016-03-02,13:51,41,15,35,25,Partly Cloudy / Windy
2016-03-02,14:51,41,14,33,25,Partly Cloudy / Windy
2016-03-02,15:51,41,14,33,20,Fair
2016-03-02,16:51,40,13,33,18,Fair
2016-03-02,17:51,38,13,36,20,Fair
2016-03-02,18:51,36,13,39,21,Fair / Windy
2016-03-02,19:51,35,13,40,18,Fair
2016-03-02,20:51,33,13,43,14,Fair
2016-03-02,21:51,32,13,45,24,Fair / Windy
2016-03-02,22:51,31,13,47,21,Fair / Windy
2016-03-02,23:51,30,11,45,15,Fair
2016-03-03,00:51,30,11,45,20,Fair
2016-03-03,01:51,29,11,47,14,Fair
2016-03-03,02:51,28,11,49,13,Fair
2016-03-03,03:51,28,11,49,16,Fair
2016-03-03,04:51,28,9,45,16,Fair
2016-03-03,05:51,27,9,47,14,Fair
2016-03-03,06:51,27,8,45,16,Mostly Cloudy
2016-03-03,07:51,27,9,47,18,Mostly Cloudy
2016-03-03,08:51,28,9,45,14,Partly Cloudy
2016-03-03,09:51,29,7,40,12,Mostly Cloudy
2016-03-03,10:51,31,6,35,9,Mostly Cloudy
2016-03-03,11:51,33,7,34,7,Mostly Cloudy
2016-03-03,12:51,35,7,31,8,Mostly Cloudy
2016-03-03,13:51,35,5,28,10,Mostly Cloudy
2016-03-03,14:51,36,5,27,8,Cloudy
2016-03-03,15:51,36,4,26,10,Mostly Cloudy
2016-03-03,16:51,36,7,30,7,Cloudy
2016-03-03,17:51,35,5,28,3,Mostly Cloudy
2016-03-03,18:51,36,8,31,6,Mostly Cloudy
2016-03-03,19:51,35,17,48,13,Cloudy
2016-03-03,20:51,35,17,48,13,Cloudy
2016-03-03,21:51,35,20,54,9,Cloudy
2016-03-03,22:51,35,20,54,7,Cloudy
2016-03-03,23:51,35,19,52,9,Cloudy
2016-03-04,00:51,33,25,72,7,Light Snow
2016-03-04,01:51,32,27,82,5,Light Snow
2016-03-04,02:51,31,27,85,3,Light Snow
2016-03-04,03:51,31,27,85,8,Light Snow
2016-03-04,04:51,31,27,85,10,Light Snow
2016-03-04,05:51,31,26,82,14,Light Snow
2016-03-04,06:51,31,25,79,12,Light Snow
2016-03-04,07:51,31,26,82,14,Light Snow
2016-03-04,08:51,32,28,85,14,Light Snow
2016-03-04,09:51,31,26,82,18,Light Snow
2016-03-04,10:51,31,26,82,14,Light Snow
2016-03-04,11:51,32,26,79,16,Cloudy
2016-03-04,12:51,35,25,67,17,Mostly Cloudy
2016-03-04,13:51,35,26,70,17,Cloudy
2016-03-04,14:51,37,24,59,16,Mostly Cloudy
2016-03-04,15:51,38,23,55,16,Cloudy
2016-03-04,16:51,42,22,45,12,Mostly Cloudy
2016-03-04,17:51,39,20,46,16,Cloudy
2016-03-04,18:51,38,19,47,15,Cloudy
2016-03-04,19:51,37,18,46,13,Cloudy
2016-03-04,20:51,37,19,48,13,Fair
2016-03-04,21:51,36,18,48,15,Fair
2016-03-04,22:51,35,18,50,15,Fair
2016-03-04,23:51,34,17,50,13,Partly Cloudy
2016-03-05,00:51,33,17,52,15,Fair
2016-03-05,01:51,32,17,54,10,Fair
2016-03-05,02:51,32,16,52,13,Fair
2016-03-05,03:51,32,17,54,10,Fair
2016-03-05,04:51,31,15,52,14,Fair
2016-03-05,05:51,30,15,54,14,Fair
2016-03-05,06:51,30,14,51,12,Fair
2016-03-05,07:51,31,12,46,13,Fair
2016-03-05,08:51,32,12,44,12,Partly Cloudy
2016-03-05,09:51,33,11,40,12,Mostly Cloudy
2016-03-05,10:51,34,11,38,7,Mostly Cloudy
2016-03-05,11:51,36,10,34,8,Mostly Cloudy
2016-03-05,12:51,36,9,33,6,Mostly Cloudy
2016-03-05,13:51,39,10,30,8,Mostly Cloudy
2016-03-05,14:51,40,8,27,8,Mostly Cloudy
2016-03-05,15:51,40,5,23,6,Mostly Cloudy
2016-03-05,16:51,39,4,23,5,Mostly Cloudy
2016-03-05,17:51,39,6,26,6,Mostly Cloudy
2016-03-05,18:51,38,17,43,5,Cloudy
2016-03-05,19:51,37,20,50,5,Partly Cloudy
2016-03-05,20:51,37,21,52,7,Partly Cloudy
2016-03-05,21:51,36,22,57,8,Partly Cloudy
2016-03-05,22:51,36,21,55,3,Partly Cloudy
2016-03-05,23:51,36,22,57,0,Mostly Cloudy
2016-03-06,00:51,36,16,44,3,Partly Cloudy
2016-03-06,01:51,35,10,35,7,Cloudy
2016-03-06,02:51,34,9,35,7,Cloudy
2016-03-06,03:51,33,9,37,7,Partly Cloudy
2016-03-06,04:51,33,10,38,5,Mostly Cloudy
2016-03-06,05:51,33,9,37,5,Cloudy
2016-03-06,06:51,34,10,37,5,Cloudy
2016-03-06,07:51,35,10,35,6,Mostly Cloudy
2016-03-06,08:51,37,11,34,8,Mostly Cloudy
2016-03-06,09:51,37,13,37,8,Mostly Cloudy
2016-03-06,10:51,38,14,38,6,Mostly Cloudy
2016-03-06,11:51,40,19,43,5,Mostly Cloudy
2016-03-06,12:51,41,18,40,0,Partly Cloudy
2016-03-06,13:51,44,19,37,6,Partly Cloudy
2016-03-06,14:51,45,18,34,5,Partly Cloudy
2016-03-06,15:51,45,17,33,5,Fair
2016-03-06,16:51,45,17,33,5,Partly Cloudy
2016-03-06,17:51,43,19,38,7,Fair
2016-03-06,18:51,43,19,38,5,Fair
2016-03-06,19:51,43,17,35,5,Fair
2016-03-06,20:51,42,20,41,5,Partly Cloudy
2016-03-06,21:51,41,21,45,7,Fair
2016-03-06,22:51,39,23,53,8,Fair
2016-03-06,23:51,39,25,57,7,Fair
2016-03-07,00:51,39,26,60,8,Fair
2016-03-07,01:51,38,27,65,7,Fair
2016-03-07,02:51,37,27,67,5,Fair
2016-03-07,03:51,37,27,67,7,Partly Cloudy
2016-03-07,04:51,37,28,70,9,Partly Cloudy
2016-03-07,05:51,38,27,65,10,Cloudy
2016-03-07,06:51,37,27,67,6,Mostly Cloudy
2016-03-07,07:51,40,28,63,9,Partly Cloudy
2016-03-07,08:51,42,30,62,13,Partly Cloudy
2016-03-07,09:51,44,30,58,16,Mostly Cloudy
2016-03-07,10:51,47,31,54,16,Mostly Cloudy
2016-03-07,11:51,51,32,48,21,Mostly Cloudy / Windy
2016-03-07,12:51,54,32,43,18,Cloudy
2016-03-07,13:51,57,32,39,18,Mostly Cloudy
2016-03-07,14:51,58,33,39,16,Mostly Cloudy
2016-03-07,15:51,60,34,38,17,Mostly Cloudy
2016-03-07,16:51,60,35,39,10,Mostly Cloudy
2016-03-07,17:51,60,34,38,13,Mostly Cloudy
2016-03-07,18:51,59,34,39,9,Mostly Cloudy
2016-03-07,19:51,57,35,44,10,Fair
2016-03-07,20:51,56,36,47,9,Fair
2016-03-07,21:51,55,36,49,7,Fair
2016-03-07,22:51,54,36,51,7,Fair
2016-03-07,23:51,54,36,51,7,Fair
2016-03-08,00:51,54,35,49,6,Fair
2016-03-08,01:51,52,36,54,7,Fair
2016-03-08,02:51,47,36,66,6,Fair
2016-03-08,03:51,45,37,74,5,Cloudy
2016-03-08,04:51,44,37,76,3,Fair
2016-03-08,05:51,44,36,73,6,Partly Cloudy
2016-03-08,06:51,44,37,76,0,Mostly Cloudy
2016-03-08,07:51,50,38,63,0,Partly Cloudy
2016-03-08,08:51,55,37,51,0,Mostly Cloudy
2016-03-08,09:51,55,33,43,6,Mostly Cloudy
2016-03-08,10:51,58,34,41,3,Mostly Cloudy
2016-03-08,11:51,61,36,39,6,Mostly Cloudy
2016-03-08,12:51,61,34,36,13,Mostly Cloudy
2016-03-08,13:51,61,35,38,10,Mostly Cloudy
2016-03-08,14:51,61,36,39,12,Mostly Cloudy
2016-03-08,15:51,58,36,44,12,Mostly Cloudy
2016-03-08,16:51,56,37,49,10,Mostly Cloudy
2016-03-08,17:51,54,39,57,8,Mostly Cloudy
2016-03-08,18:51,52,39,61,6,Mostly Cloudy
2016-03-08,19:51,50,40,68,8,Mostly Cloudy
2016-03-08,20:51,49,41,74,7,Mostly Cloudy
2016-03-08,21:51,48,41,77,5,Partly Cloudy
2016-03-08,22:51,47,41,80,6,Partly Cloudy
2016-03-08,23:51,45,40,82,5,Haze
2016-03-09,00:51,44,40,85,6,Partly Cloudy
2016-03-09,01:51,43,39,86,7,Partly Cloudy
2016-03-09,02:51,43,39,86,6,Partly Cloudy
2016-03-09,03:51,43,38,82,3,Partly Cloudy
2016-03-09,04:51,42,38,85,6,Partly Cloudy
2016-03-09,05:51,41,38,89,0,Fair
2016-03-09,06:51,43,39,86,6,Cloudy
2016-03-09,07:51,45,40,82,5,Haze
2016-03-09,08:51,51,41,68,0,Haze
2016-03-09,09:51,56,42,60,0,Fair
2016-03-09,10:51,65,41,42,0,Haze
2016-03-09,11:51,69,39,33,12,Fair
2016-03-09,12:51,74,39,28,10,Partly Cloudy
2016-03-09,13:51,71,41,34,10,Mostly Cloudy
2016-03-09,14:51,71,41,34,13,Mostly Cloudy
2016-03-09,15:51,70,42,36,10,Mostly Cloudy
2016-03-09,16:51,68,42,39,8,Mostly Cloudy
2016-03-09,17:51,66,43,43,9,Mostly Cloudy
2016-03-09,18:51,67,42,40,8,Mostly Cloudy
2016-03-09,19:51,67,42,40,9,Cloudy
2016-03-09,20:51,66,41,40,9,Mostly Cloudy
2016-03-09,21:51,69,40,35,13,Mostly Cloudy
2016-03-09,22:51,69,42,38,9,Cloudy
2016-03-09,23:51,68,44,42,8,Cloudy
2016-03-10,00:51,67,45,45,7,Cloudy
2016-03-10,01:51,67,45,45,7,Cloudy
2016-03-10,02:51,66,45,47,7,Cloudy
2016-03-10,03:51,65,46,50,7,Cloudy
2016-03-10,04:51,64,46,52,7,Cloudy
2016-03-10,05:51,64,46,52,6,Cloudy
2016-03-10,06:51,64,46,52,5,Cloudy
2016-03-10,07:51,65,46,50,7,Mostly Cloudy
2016-03-10,08:51,68,46,45,6,Partly Cloudy
2016-03-10,09:51,72,46,40,3,Partly Cloudy
2016-03-10,10:51,75,45,34,5,Mostly Cloudy
2016-03-10,11:51,75,45,34,9,Mostly Cloudy
2016-03-10,12:51,75,46,36,7,Light Rain
2016-03-10,13:51,77,46,33,9,Mostly Cloudy
2016-03-10,14:51,78,45,31,7,Cloudy
2016-03-10,15:51,76,47,36,7,Mostly Cloudy
2016-03-10,16:51,78,46,32,15,Mostly Cloudy
2016-03-10,17:51,77,47,34,8,Mostly Cloudy
2016-03-10,18:51,75,48,38,6,Mostly Cloudy
2016-03-10,19:51,73,50,44,7,Mostly Cloudy
2016-03-10,20:51,64,49,58,10,Cloudy
2016-03-10,21:51,66,52,60,10,Cloudy
2016-03-10,22:51,69,53,57,6,Cloudy
2016-03-10,23:51,67,54,63,14,Light Rain
2016-03-11,00:51,63,54,72,5,Cloudy
2016-03-11,01:51,62,53,72,16,Cloudy
2016-03-11,02:51,56,52,87,5,Cloudy
2016-03-11,03:51,56,52,87,8,Light Rain
2016-03-11,04:51,56,52,87,0,Cloudy
2016-03-11,05:51,57,52,83,3,Light Rain
2016-03-11,06:51,58,50,75,8,Cloudy
2016-03-11,07:51,58,49,72,7,Cloudy
2016-03-11,08:51,57,44,62,23,Mostly Cloudy / Windy
2016-03-11,09:51,55,41,59,18,Mostly Cloudy
2016-03-11,10:51,57,40,53,14,Mostly Cloudy
2016-03-11,11:51,58,39,49,15,Mostly Cloudy
2016-03-11,12:51,60,39,46,8,Mostly Cloudy
2016-03-11,13:51,60,38,44,17,Mostly Cloudy
2016-03-11,14:51,62,35,37,13,Mostly Cloudy
2016-03-11,15:51,61,36,39,17,Mostly Cloudy
2016-03-11,16:51,61,33,35,16,Mostly Cloudy
2016-03-11,17:51,58,34,41,17,Mostly Cloudy
2016-03-11,18:51,56,34,44,10,Partly Cloudy
2016-03-11,19:51,54,34,47,13,Partly Cloudy
2016-03-11,20:51,53,34,48,17,Cloudy
2016-03-11,21:51,52,33,49,6,Partly Cloudy
2016-03-11,22:51,51,32,48,10,Mostly Cloudy
2016-03-11,23:51,49,31,50,7,Cloudy
2016-03-12,00:51,49,28,44,8,Cloudy
2016-03-12,01:51,47,29,50,8,Cloudy
2016-03-12,02:51,44,28,53,6,Partly Cloudy
2016-03-12,03:51,43,29,58,6,Fair
2016-03-12,04:51,42,29,60,6,Cloudy
2016-03-12,05:51,42,28,58,3,Partly Cloudy
2016-03-12,06:51,42,28,58,3,Mostly Cloudy
2016-03-12,07:51,43,29,58,5,Mostly Cloudy
2016-03-12,08:51,45,29,53,3,Mostly Cloudy
2016-03-12,09:51,47,31,54,5,Mostly Cloudy
2016-03-12,10:51,52,31,45,6,Mostly Cloudy
2016-03-12,11:51,54,31,41,9,Mostly Cloudy
2016-03-12,12:51,55,32,42,9,Mostly Cloudy
2016-03-12,13:51,56,33,42,12,Mostly Cloudy
2016-03-12,14:51,55,35,47,12,Mostly Cloudy
2016-03-12,15:51,54,36,51,13,Mostly Cloudy
2016-03-12,16:51,53,37,55,15,Mostly Cloudy
2016-03-12,17:51,53,38,57,9,Mostly Cloudy
2016-03-12,18:51,55,39,55,9,Mostly Cloudy
2016-03-12,19:51,57,39,51,10,Mostly Cloudy
2016-03-12,20:51,57,39,51,12,Mostly Cloudy
2016-03-12,21:51,56,40,55,12,Cloudy
2016-03-12,22:51,55,40,57,7,Cloudy
2016-03-12,23:51,55,39,55,10,Mostly Cloudy
2016-03-13,00:51,54,40,59,3,Mostly Cloudy
2016-03-13,01:51,54,40,59,8,Mostly Cloudy
2016-03-13,03:51,52,40,63,6,Mostly Cloudy
2016-03-13,04:51,53,40,61,3,Mostly Cloudy
2016-03-13,05:51,53,40,61,3,Mostly Cloudy
2016-03-13,06:51,52,39,61,3,Cloudy
2016-03-13,07:51,50,39,66,7,Mostly Cloudy
2016-03-13,08:51,53,38,57,5,Mostly Cloudy
2016-03-13,09:51,59,35,41,0,Mostly Cloudy
2016-03-13,10:51,59,32,36,10,Mostly Cloudy
2016-03-13,11:51,60,32,35,7,Cloudy
2016-03-13,12:51,60,30,32,8,Cloudy
2016-03-13,13:51,59,31,35,6,Mostly Cloudy
2016-03-13,14:51,61,30,31,0,Cloudy
2016-03-13,15:51,62,29,29,3,Cloudy
2016-03-13,16:51,62,27,26,5,Cloudy
2016-03-13,17:51,62,26,25,7,Cloudy
2016-03-13,18:51,60,30,32,9,Cloudy
2016-03-13,19:51,57,31,37,9,Cloudy
2016-03-13,20:51,55,34,45,9,Cloudy
2016-03-13,21:51,54,34,47,7,Cloudy
2016-03-13,22:51,53,33,47,5,Cloudy
2016-03-13,23:51,53,33,47,10,Cloudy
2016-03-14,00:51,52,34,50,12,Light Rain
2016-03-14,01:51,52,30,43,9,Cloudy
2016-03-14,02:51,52,31,45,10,Light Rain
2016-03-14,03:51,50,35,57,9,Light Rain
2016-03-14,04:51,48,38,68,9,Light Rain
2016-03-14,05:51,46,39,76,12,Cloudy
2016-03-14,06:51,46,37,71,12,Cloudy
2016-03-14,07:51,45,37,74,15,Cloudy
2016-03-14,08:51,44,38,79,10,Rain
2016-03-14,09:51,44,38,79,14,Light Rain
2016-03-14,10:51,45,38,76,14,Cloudy
2016-03-14,11:51,45,38,76,15,Cloudy
2016-03-14,12:51,44,37,76,20,Light Rain
2016-03-14,13:51,43,38,82,22,Light Rain / Windy
2016-03-14,14:51,42,38,85,22,Light Rain / Windy
2016-03-14,15:51,42,37,82,22,Cloudy / Windy
2016-03-14,16:51,42,37,82,22,Haze / Windy
2016-03-14,17:51,44,38,79,22,Cloudy / Windy
2016-03-14,18:51,45,39,80,24,Light Rain / Windy
2016-03-14,19:51,43,39,86,21,Cloudy / Windy
2016-03-14,20:51,43,39,86,24,Light Rain / Windy
2016-03-14,21:51,43,40,89,24,Cloudy / Windy
2016-03-14,22:51,44,40,85,22,Light Drizzle / Windy
2016-03-14,23:51,44,40,85,25,Light Drizzle / Windy
2016-03-15,00:51,44,41,89,25,Light Drizzle / Windy
2016-03-15,01:51,44,41,89,21,Light Drizzle / Windy
2016-03-15,02:51,44,41,89,21,Light Drizzle / Windy
2016-03-15,03:51,44,42,93,21,Light Drizzle / Windy
2016-03-15,04:51,45,42,90,14,Light Drizzle
2016-03-15,05:51,45,42,90,17,Light Drizzle
2016-03-15,06:51,47,42,83,12,Light Drizzle
2016-03-15,07:51,47,42,83,13,Cloudy
2016-03-15,08:51,47,42,83,10,Cloudy
2016-03-15,09:51,49,44,83,8,Haze
2016-03-15,10:51,50,44,80,12,Cloudy
2016-03-15,11:51,52,44,74,9,Cloudy
2016-03-15,12:51,52,44,74,6,Cloudy
2016-03-15,13:51,53,44,71,3,Cloudy
2016-03-15,14:51,54,44,69,9,Cloudy
2016-03-15,15:51,54,44,69,8,Cloudy
2016-03-15,16:51,53,43,69,9,Cloudy
2016-03-15,17:51,54,43,66,7,Cloudy
2016-03-15,18:51,55,43,64,8,Mostly Cloudy
2016-03-15,19:51,53,43,69,3,Partly Cloudy
2016-03-15,20:51,53,44,71,3,Fair
2016-03-15,21:51,53,44,71,3,Partly Cloudy
2016-03-15,22:51,49,43,80,0,Partly Cloudy
2016-03-15,23:51,53,44,71,0,Cloudy
2016-03-16,00:51,49,43,80,0,Cloudy
2016-03-16,01:51,47,42,83,0,Fair
2016-03-16,02:51,47,42,83,3,Fair
2016-03-16,03:51,46,42,86,3,Fair
2016-03-16,04:51,46,42,86,0,Fair
2016-03-16,05:51,46,41,83,0,Fair
2016-03-16,06:51,47,42,83,0,Partly Cloudy
2016-03-16,07:51,49,43,80,3,Cloudy
2016-03-16,08:51,52,44,74,0,Partly Cloudy
2016-03-16,09:51,56,44,64,0,Mostly Cloudy
2016-03-16,10:51,56,43,62,6,Mostly Cloudy
2016-03-16,11:51,60,44,55,0,Mostly Cloudy
2016-03-16,12:51,61,44,54,3,Cloudy
2016-03-16,13:51,65,46,50,5,Mostly Cloudy
2016-03-16,14:51,64,45,50,8,Mostly Cloudy
2016-03-16,15:51,62,44,52,10,Mostly Cloudy
2016-03-16,16:51,59,43,55,13,Cloudy
2016-03-16,17:51,55,43,64,13,Cloudy
2016-03-16,18:51,55,45,69,10,T-Storm
2016-03-16,19:51,53,46,77,14,Cloudy
2016-03-16,20:51,52,45,77,8,Cloudy
2016-03-16,21:51,51,44,77,10,Cloudy
2016-03-16,22:51,50,44,80,7,Cloudy
2016-03-16,23:51,49,41,74,8,Mostly Cloudy
2016-03-17,00:51,48,41,77,10,Partly Cloudy
2016-03-17,01:51,46,42,86,0,Mostly Cloudy
2016-03-17,02:51,47,42,83,6,Partly Cloudy
2016-03-17,03:51,46,42,86,3,Partly Cloudy
2016-03-17,04:51,45,42,90,0,Fair
2016-03-17,05:51,45,42,90,0,Partly Cloudy
2016-03-17,06:51,48,42,80,7,Mostly Cloudy
2016-03-17,07:51,50,42,74,3,Cloudy
2016-03-17,08:51,51,43,74,8,Mostly Cloudy
2016-03-17,09:51,52,43,71,8,Partly Cloudy
2016-03-17,10:51,56,43,62,7,Fair
2016-03-17,11:51,60,42,51,9,Partly Cloudy
2016-03-17,12:51,62,34,35,10,Mostly Cloudy
2016-03-17,13:51,61,30,31,18,Cloudy
2016-03-17,14:51,57,33,40,21,Cloudy / Windy
2016-03-17,15:51,61,33,35,16,Partly Cloudy
2016-03-17,16:51,57,34,42,13,Mostly Cloudy
2016-03-17,17:51,52,37,57,13,Light Rain
2016-03-17,18:51,54,39,57,8,Cloudy
2016-03-17,19:51,54,37,53,8,Mostly Cloudy
2016-03-17,20:51,56,34,44,12,Partly Cloudy
2016-03-17,21:51,52,37,57,9,Partly Cloudy
2016-03-17,22:51,53,35,50,6,Fair
2016-03-17,23:51,54,33,45,12,Fair
2016-03-18,00:51,53,34,48,10,Fair
2016-03-18,01:51,53,31,43,12,Fair
2016-03-18,02:51,52,29,41,14,Fair
2016-03-18,03:51,52,28,40,14,Fair
2016-03-18,04:51,51,28,41,15,Fair
2016-03-18,05:51,50,26,39,17,Fair
2016-03-18,06:51,50,25,38,15,Fair
2016-03-18,07:51,49,24,38,15,Fair
2016-03-18,08:51,50,23,35,16,Fair
2016-03-18,09:51,52,22,31,24,Partly Cloudy / Windy
2016-03-18,10:51,52,25,35,23,Partly Cloudy / Windy
2016-03-18,11:51,54,25,33,23,Partly Cloudy / Windy
2016-03-18,12:51,57,25,29,18,Mostly Cloudy
2016-03-18,13:51,55,25,31,17,Mostly Cloudy
2016-03-18,14:51,56,22,27,23,Cloudy / Windy
2016-03-18,15:51,57,25,29,16,Cloudy
2016-03-18,16:51,53,26,35,22,Mostly Cloudy / Windy
2016-03-18,17:51,53,29,40,14,Mostly Cloudy
2016-03-18,18:51,53,28,38,15,Cloudy
2016-03-18,19:51,52,29,41,10,Partly Cloudy
2016-03-18,20:51,50,27,41,14,Partly Cloudy
2016-03-18,21:51,49,28,44,10,Partly Cloudy
2016-03-18,22:51,46,27,47,14,Partly Cloudy
2016-03-18,23:51,45,28,52,10,Fair
2016-03-19,00:51,44,24,45,13,Fair
2016-03-19,01:51,43,23,45,10,Fair
2016-03-19,02:51,42,22,45,13,Fair
2016-03-19,03:51,41,23,49,10,Fair
2016-03-19,04:51,39,21,49,9,Fair
2016-03-19,05:51,38,20,48,6,Fair
2016-03-19,06:51,37,19,48,6,Mostly Cloudy
2016-03-19,07:51,37,17,44,7,Cloudy
2016-03-19,08:51,38,15,39,8,Mostly Cloudy
2016-03-19,09:51,40,17,40,3,Mostly Cloudy
2016-03-19,10:51,41,15,35,3,Mostly Cloudy
2016-03-19,11:51,43,17,35,6,Mostly Cloudy
2016-03-19,12:51,44,14,30,5,Cloudy
2016-03-19,13:51,45,11,25,6,Cloudy
2016-03-19,14:51,45,11,25,10,Cloudy
2016-03-19,15:51,46,9,22,5,Cloudy
2016-03-19,16:51,46,11,24,6,Cloudy
2016-03-19,17:51,47,10,22,0,Cloudy
2016-03-19,18:51,46,12,25,8,Cloudy
2016-03-19,19:51,46,14,28,5,Cloudy
2016-03-19,20:51,45,12,26,5,Mostly Cloudy
2016-03-19,21:51,45,12,26,3,Cloudy
2016-03-19,22:51,43,15,32,17,Cloudy
2016-03-19,23:51,41,10,28,14,Cloudy
2016-03-20,00:51,40,11,31,14,Cloudy
2016-03-20,01:51,39,12,33,14,Cloudy
2016-03-20,02:51,38,14,38,14,Partly Cloudy
2016-03-20,03:51,37,12,36,12,Partly Cloudy
2016-03-20,04:51,37,16,42,21,Partly Cloudy / Windy
2016-03-20,05:51,36,16,44,21,Partly Cloudy / Windy
2016-03-20,06:51,35,13,40,23,Mostly Cloudy / Windy
2016-03-20,07:51,34,12,40,12,Partly Cloudy
2016-03-20,08:51,34,12,40,17,Mostly Cloudy
2016-03-20,09:51,35,15,44,17,Mostly Cloudy
2016-03-20,10:51,35,18,50,16,Cloudy
2016-03-20,11:51,36,20,52,15,Cloudy
2016-03-20,12:51,37,22,54,16,Cloudy
2016-03-20,13:51,39,23,53,17,Cloudy
2016-03-20,14:51,40,24,53,16,Mostly Cloudy
2016-03-20,15:51,40,26,58,17,Mostly Cloudy
2016-03-20,16:51,40,27,60,18,Mostly Cloudy
2016-03-20,17:51,40,23,51,15,Light Snow
2016-03-20,18:51,41,16,36,13,Light Snow
2016-03-20,19:51,40,21,47,10,Light Snow
2016-03-20,20:51,36,26,67,9,Light Snow
2016-03-20,21:51,35,29,78,9,Light Snow
2016-03-20,22:51,35,31,85,7,Light Snow
2016-03-20,23:51,35,31,85,8,Light Snow
2016-03-21,00:51,35,32,89,10,Light Snow
2016-03-21,01:51,35,31,85,9,Light Snow
2016-03-21,02:51,34,29,82,10,Light Snow
2016-03-21,03:51,34,30,85,9,Light Snow
2016-03-21,04:51,34,30,85,10,Light Snow
2016-03-21,05:51,34,29,82,10,Light Snow
2016-03-21,06:51,34,28,79,8,Cloudy
2016-03-21,07:51,35,27,72,10,Mostly Cloudy
2016-03-21,08:51,36,27,70,6,Partly Cloudy
2016-03-21,09:51,39,28,65,3,Fair
2016-03-21,10:51,41,26,55,8,Fair
2016-03-21,11:51,44,25,47,8,Partly Cloudy
2016-03-21,12:51,46,21,37,12,Mostly Cloudy
2016-03-21,13:51,48,15,27,21,Fair / Windy
2016-03-21,14:51,49,12,23,21,Fair / Windy
2016-03-21,15:51,49,15,26,22,Partly Cloudy / Windy
2016-03-21,16:51,48,17,29,24,Partly Cloudy / Windy
2016-03-21,17:51,46,17,31,23,Fair / Windy
2016-03-21,18:51,45,15,30,23,Fair / Windy
2016-03-21,19:51,44,18,35,16,Fair
2016-03-21,20:51,44,20,38,22,Fair / Windy
2016-03-21,21:51,42,21,43,18,Fair
2016-03-21,22:51,40,23,51,22,Fair / Windy
2016-03-21,23:51,39,22,50,28,Fair / Windy
2016-03-22,00:51,39,20,46,21,Fair / Windy
2016-03-22,01:51,38,18,44,17,Fair
2016-03-22,02:51,38,19,47,15,Fair
2016-03-22,03:51,37,18,46,12,Partly Cloudy
2016-03-22,04:51,37,17,44,15,Fair
2016-03-22,05:51,37,17,44,14,Fair
2016-03-22,06:51,37,17,44,12,Fair
2016-03-22,07:51,38,17,43,16,Fair
2016-03-22,08:51,39,17,41,13,Partly Cloudy
2016-03-22,09:51,41,17,38,15,Mostly Cloudy
2016-03-22,10:51,44,16,32,17,Mostly Cloudy
2016-03-22,11:51,46,16,30,15,Mostly Cloudy
2016-03-22,12:51,49,16,27,15,Partly Cloudy
2016-03-22,13:51,52,16,24,9,Fair
2016-03-22,14:51,55,17,23,12,Fair
2016-03-22,15:51,55,21,27,13,Partly Cloudy
2016-03-22,16:51,53,31,43,16,Partly Cloudy
2016-03-22,17:51,53,32,45,13,Partly Cloudy
2016-03-22,18:51,55,25,31,13,Mostly Cloudy
2016-03-22,19:51,51,34,52,13,Mostly Cloudy
2016-03-22,20:51,51,34,52,14,Mostly Cloudy
2016-03-22,21:51,51,35,54,13,Cloudy
2016-03-22,22:51,52,33,49,13,Cloudy
2016-03-22,23:51,50,32,50,17,Partly Cloudy
2016-03-23,00:51,50,30,46,9,Partly Cloudy
2016-03-23,01:51,50,31,48,12,Partly Cloudy
2016-03-23,02:51,50,32,50,8,Partly Cloudy
2016-03-23,03:51,50,32,50,6,Mostly Cloudy
2016-03-23,04:51,50,33,52,8,Cloudy
2016-03-23,05:51,51,33,50,9,Cloudy
2016-03-23,06:51,51,34,52,9,Cloudy
2016-03-23,07:51,52,34,50,6,Cloudy
2016-03-23,08:51,53,33,47,13,Mostly Cloudy
2016-03-23,09:51,57,32,39,13,Mostly Cloudy
2016-03-23,10:51,59,31,35,12,Cloudy
2016-03-23,11:51,61,31,32,7,Cloudy
2016-03-23,12:51,64,29,27,14,Cloudy
2016-03-23,13:51,65,28,25,17,Cloudy
2016-03-23,14:51,68,29,23,15,Cloudy
